color_id,color_name,x_m,y_m
1,Yellow,54.952607421875,82.949873046875
1,Yellow,59.0714208984375,82.67564453125
1,Yellow,63.12025390625,82.22119140625
1,Yellow,67.1183642578125,81.6908056640625
1,Yellow,71.1146728515625,81.09384765625
1,Yellow,75.103046875,80.42853515625
1,Yellow,79.089765625,79.67759765625
1,Yellow,83.095478515625,78.794658203125
1,Yellow,87.125546875,77.64337890625
1,Yellow,90.7953125,76.3511767578125
1,Yellow,95.138818359375,73.7533984375
1,Yellow,96.38294921875,69.2441455078125
1,Yellow,96.787421875,65.161376953125
1,Yellow,96.9737109375,61.0816650390625
1,Yellow,97.0073046875,57.0000537109375
1,Yellow,96.95576171875,52.951416015625
1,Yellow,96.8459375,48.951943359375
1,Yellow,96.68701171875,44.9163720703125
1,Yellow,96.48525390625,40.8839599609375
1,Yellow,96.243232421875,36.8677783203125
1,Yellow,95.957177734375,32.83106689453125
1,Yellow,95.624912109375,28.81410888671875
1,Yellow,95.239296875,24.841845703125
1,Yellow,94.766494140625,20.79816162109375
1,Yellow,94.15951171875,16.766279296875
1,Yellow,93.3130859375,12.743140869140625
1,Yellow,92.130859375,8.742876586914063
1,Yellow,90.41126953125,4.827732543945313
1,Yellow,87.7877734375,1.230676727294922
1,Yellow,83.880341796875,-1.3632929992675782
1,Yellow,79.1535205078125,-1.8408456420898438
1,Yellow,74.8363818359375,-0.9187930297851562
1,Yellow,70.802685546875,1.0414370727539062
1,Yellow,67.5542333984375,4.670171813964844
1,Yellow,67.1145556640625,9.563372192382813
1,Yellow,68.159453125,13.86165771484375
1,Yellow,70.7083203125,17.746458740234374
1,Yellow,74.2142431640625,20.4235546875
1,Yellow,77.9598681640625,22.3717822265625
1,Yellow,81.5073779296875,24.10940185546875
1,Yellow,84.715703125,25.9796875
1,Yellow,86.834404296875,28.3210400390625
1,Yellow,87.907109375,31.56754150390625
1,Yellow,87.866630859375,34.8510595703125
1,Yellow,86.42658203125,37.3694921875
1,Yellow,83.685146484375,38.78177001953125
1,Yellow,81.321669921875,38.26304931640625
1,Yellow,79.2495263671875,35.7603173828125
1,Yellow,77.6237841796875,32.35880615234375
1,Yellow,76.0914697265625,28.58941650390625
1,Yellow,74.3115673828125,24.84565185546875
1,Yellow,71.568994140625,21.3672119140625
1,Yellow,68.54513671875,18.56792724609375
1,Yellow,65.5174365234375,16.01714111328125
1,Yellow,62.3961083984375,13.4491162109375
1,Yellow,59.2647802734375,10.909371337890626
1,Yellow,56.1113330078125,8.388567504882813
1,Yellow,52.936337890625,5.891016845703125
1,Yellow,49.75126953125,3.4319912719726564
1,Yellow,46.5308203125,1.001962890625
1,Yellow,43.258857421875,-1.3944021606445312
1,Yellow,39.93119384765625,-3.7315130615234375
1,Yellow,36.5111865234375,-5.978948974609375
1,Yellow,32.89138671875,-8.05700439453125
1,Yellow,28.78504150390625,-9.575655517578125
1,Yellow,23.89716552734375,-9.329451904296874
1,Yellow,20.04612548828125,-6.416328735351563
1,Yellow,17.542532958984374,-3.3154922485351563
1,Yellow,15.278116455078125,0.6601165771484375
1,Yellow,14.189786376953125,4.930395202636719
1,Yellow,14.270592041015625,9.507720336914062
1,Yellow,15.81365234375,13.717371826171876
1,Yellow,18.760318603515625,17.29733642578125
1,Yellow,22.6900244140625,19.547034912109375
1,Yellow,27.15422607421875,20.498798828125
1,Yellow,31.38316162109375,20.274134521484374
1,Yellow,35.3416552734375,19.86867431640625
1,Yellow,39.153046875,19.712779541015625
1,Yellow,42.9425146484375,19.96669189453125
1,Yellow,46.6794921875,20.68162841796875
1,Yellow,50.3243115234375,21.8335302734375
1,Yellow,54.0066943359375,23.27416015625
1,Yellow,57.595625,24.8672216796875
1,Yellow,60.89919921875,26.6574169921875
1,Yellow,63.665322265625,28.8431298828125
1,Yellow,64.8077197265625,31.31184326171875
1,Yellow,64.582109375,34.86106689453125
1,Yellow,63.3587939453125,37.902373046875
1,Yellow,61.0007470703125,40.19748779296875
1,Yellow,57.8294775390625,41.7037255859375
1,Yellow,54.2988916015625,42.4062548828125
1,Yellow,50.432490234375,42.6312451171875
1,Yellow,46.4731787109375,42.657587890625
1,Yellow,42.51236328125,42.5987109375
1,Yellow,38.495224609375,42.51701171875
1,Yellow,34.44962158203125,42.4614404296875
1,Yellow,30.4035205078125,42.481845703125
1,Yellow,26.3332177734375,42.643291015625
1,Yellow,22.1850732421875,43.063291015625
1,Yellow,18.000126953125,43.99705078125
1,Yellow,13.917896728515625,46.2616455078125
1,Yellow,11.24040283203125,50.018984375
1,Yellow,9.834820556640626,54.1890625
1,Yellow,9.23142578125,58.4239404296875
1,Yellow,9.202484130859375,62.63607421875
1,Yellow,9.668211059570313,66.82220703125
1,Yellow,10.650574951171874,70.9538671875
1,Yellow,12.2932666015625,74.9635107421875
1,Yellow,14.998016357421875,78.5937060546875
1,Yellow,18.980810546875,80.8545458984375
1,Yellow,23.09572021484375,82.002177734375
1,Yellow,27.20481201171875,82.67525390625
1,Yellow,31.3013330078125,83.078271484375
1,Yellow,35.37978271484375,83.300263671875
1,Yellow,39.4340234375,83.388798828125
1,Yellow,43.473955078125,83.3719921875
1,Yellow,47.5498388671875,83.264228515625
1,Yellow,51.6337255859375,83.071708984375
2,Blue,54.961279296875,79.4498876953125
2,Blue,58.7287744140625,79.1924609375
2,Blue,62.690654296875,78.74765625
2,Blue,66.6291552734375,78.2251611328125
2,Blue,70.5693701171875,77.636591796875
2,Blue,74.49453125,76.9818359375
2,Blue,78.397626953125,76.24671875
2,Blue,82.267509765625,75.39400390625
2,Blue,85.970234375,74.33955078125
2,Blue,89.74001953125,73.0140576171875
2,Blue,92.181474609375,71.88146484375
2,Blue,92.91015625,68.8085693359375
2,Blue,93.2979296875,64.89046875
2,Blue,93.47458984375,61.0028466796875
2,Blue,93.50732421875,57.0131787109375
2,Blue,93.4565234375,53.024130859375
2,Blue,93.3479296875,49.06984375
2,Blue,93.19052734375,45.0731689453125
2,Blue,92.99056640625,41.0767333984375
2,Blue,92.750693359375,37.0962744140625
2,Blue,92.467373046875,33.09805419921875
2,Blue,92.138798828125,29.12557861328125
2,Blue,91.758671875,25.209521484375
2,Blue,91.295791015625,21.25004150390625
