color_id,color_name,x_m,y_m
1,Yellow,54.952607421875,82.949873046875
1,Yellow,58.6309130859375,83.35083984375
1,Yellow,62.5414404296875,84.045185546875
1,Yellow,66.4788134765625,84.7935546875
1,Yellow,70.465498046875,85.503046875
1,Yellow,74.5613134765625,86.0410546875
1,Yellow,78.99712890625,85.802255859375
1,Yellow,83.02505859375,84.719443359375
1,Yellow,86.92294921875,83.377001953125
1,Yellow,90.7146875,81.8940673828125
1,Yellow,94.466533203125,80.272861328125
1,Yellow,98.15076171875,78.4973876953125
1,Yellow,101.869833984375,76.291787109375
1,Yellow,104.5362109375,72.2099365234375
1,Yellow,105.53314453125,68.0285400390625
1,Yellow,106.056025390625,63.9458349609375
1,Yellow,106.37103515625,59.8825537109375
1,Yellow,106.588154296875,55.861318359375
1,Yellow,106.8059765625,51.9064892578125
1,Yellow,107.019951171875,47.872734375
1,Yellow,107.10150390625,43.777998046875
1,Yellow,106.878349609375,39.59728759765625
1,Yellow,105.92888671875,35.27892578125
1,Yellow,103.1706640625,31.34701416015625
1,Yellow,99.049697265625,29.10689453125
1,Yellow,94.566259765625,28.50479736328125
1,Yellow,90.227021484375,29.0744287109375
1,Yellow,86.215458984375,30.42935791015625
1,Yellow,82.465263671875,32.07957275390625
1,Yellow,78.82134765625,33.758134765625
1,Yellow,75.1956298828125,35.36827392578125
1,Yellow,71.5861572265625,36.7789599609375
1,Yellow,67.9947216796875,37.74103515625
1,Yellow,64.964501953125,37.4471435546875
1,Yellow,62.064140625,35.79033203125
1,Yellow,60.1754541015625,33.2630322265625
1,Yellow,59.796728515625,30.28212890625
1,Yellow,60.9604638671875,27.1106494140625
1,Yellow,62.9039599609375,23.8053857421875
1,Yellow,65.1514794921875,20.64208984375
1,Yellow,67.62283203125,17.647742919921875
1,Yellow,70.3095849609375,14.898046875
1,Yellow,73.2047509765625,12.63108154296875
1,Yellow,76.0718701171875,11.654296875
1,Yellow,79.4530712890625,12.145037841796874
1,Yellow,83.09115234375,13.41247802734375
1,Yellow,86.990693359375,14.80648193359375
1,Yellow,91.54314453125,15.4625927734375
1,Yellow,95.83919921875,14.521009521484375
1,Yellow,99.794375,12.940286865234375
1,Yellow,103.501279296875,10.709893798828125
1,Yellow,106.713330078125,7.4733447265625
1,Yellow,108.12966796875,2.7736825561523437
1,Yellow,107.63568359375,-1.62453857421875
1,Yellow,106.392578125,-5.698163452148438
1,Yellow,104.593876953125,-9.565345458984375
1,Yellow,102.067646484375,-13.10779052734375
1,Yellow,98.754716796875,-16.037061767578123
1,Yellow,94.66490234375,-17.974879150390624
1,Yellow,90.17517578125,-18.527757568359377
1,Yellow,85.9165234375,-17.963232421875
1,Yellow,81.8688427734375,-16.87568603515625
1,Yellow,77.9793798828125,-15.393897705078125
1,Yellow,74.2385693359375,-13.57177978515625
1,Yellow,70.689931640625,-11.4655078125
1,Yellow,67.30275390625,-9.078416137695312
1,Yellow,64.1530224609375,-6.337998046875
1,Yellow,61.295126953125,-3.3948178100585937
1,Yellow,58.589775390625,-0.3613959503173828
1,Yellow,55.9681201171875,2.7093304443359374
1,Yellow,53.385576171875,5.78285888671875
1,Yellow,50.805107421875,8.827955322265625
1,Yellow,48.1860595703125,11.805467529296875
1,Yellow,45.47828125,14.637196044921875
1,Yellow,42.660751953125,17.073016357421874
1,Yellow,39.50433349609375,18.9237451171875
1,Yellow,36.18044677734375,20.033643798828123
1,Yellow,32.9956298828125,19.932720947265626
1,Yellow,30.2938671875,18.37563720703125
1,Yellow,27.52936279296875,15.49522705078125
1,Yellow,24.29312744140625,12.7946435546875
1,Yellow,20.72667236328125,10.508408203125
1,Yellow,16.701322021484376,8.7930078125
1,Yellow,12.3744482421875,8.07861083984375
1,Yellow,7.902896118164063,8.441100463867187
1,Yellow,3.5930364990234374,10.5744775390625
1,Yellow,0.9718370056152343,14.519927978515625
1,Yellow,-0.3382086181640625,18.59806640625
1,Yellow,-1.0435655212402344,22.7772998046875
1,Yellow,-1.1465829467773438,27.06850341796875
1,Yellow,-0.18417694091796874,31.54333740234375
1,Yellow,2.249960174560547,35.2889794921875
1,Yellow,5.0229833984375,38.34024169921875
1,Yellow,7.624056396484375,41.2148291015625
1,Yellow,9.453447265625,44.1225
1,Yellow,10.073377685546875,47.4653076171875
1,Yellow,9.843936767578125,51.136328125
1,Yellow,9.162561645507813,54.989267578125
1,Yellow,8.48240966796875,59.046376953125
1,Yellow,7.37755859375,62.199091796875
1,Yellow,5.507554931640625,65.999970703125
1,Yellow,4.773992309570312,70.548603515625
1,Yellow,5.325753173828125,74.8132958984375
1,Yellow,6.430286865234375,78.8657177734375
1,Yellow,7.983295288085937,82.94572265625
1,Yellow,12.110574951171875,86.14935546875
1,Yellow,16.4137109375,86.60603515625
1,Yellow,20.440360107421874,86.78728515625
1,Yellow,24.59450439453125,86.67525390625
1,Yellow,28.6728955078125,86.328984375
1,Yellow,32.7041748046875,85.853984375
1,Yellow,36.706884765625,85.29919921875
1,Yellow,40.68720947265625,84.695810546875
1,Yellow,44.635517578125,84.07294921875
1,Yellow,48.6226220703125,83.458798828125
2,Blue,54.961279296875,79.4498876953125
2,Blue,59.1821240234375,79.8945166015625
2,Blue,63.1897412109375,80.605751953125
2,Blue,67.1253369140625,81.3537890625
2,Blue,71.0289453125,82.04869140625
2,Blue,74.8555810546875,82.5534375
2,Blue,78.291025390625,82.374228515625
2,Blue,81.97318359375,81.381240234375
2,Blue,85.7083984375,80.0944970703125
2,Blue,89.38287109375,78.6573583984375
2,Blue,93.019482421875,77.086005859375
2,Blue,96.54533203125,75.3872998046875
2,Blue,99.774521484375,73.488271484375
2,Blue,101.222734375,71.0825830078125
2,Blue,102.08107421875,67.4513427734375
2,Blue,102.572431640625,63.6073974609375
2,Blue,102.87775390625,59.6659228515625
2,Blue,103.092490234375,55.687021484375
2,Blue,103.3121875,51.6982373046875
2,Blue,103.522998046875,47.72693359375
2,Blue,103.60162109375,43.805615234375
2,Blue,103.399912109375,39.98515380859375
2,Blue,102.65220703125,36.509091796875
2,Blue,100.87888671875,33.99235107421875
2,Blue,98.028837890625,32.45470703125
2,Blue,94.613974609375,32.00447021484375
2,Blue,91.049423828125,32.4764404296875
2,Blue,87.546962890625,33.66618896484375
2,Blue,83.922392578125,35.26183349609375
2,Blue,80.2780859375,36.940576171875
2,Blue,76.5637548828125,38.58980224609375
2,Blue,72.7332373046875,40.0856494140625
2,Blue,68.5277783203125,41.200205078125
2,Blue,63.7897265625,40.7440966796875
2,Blue,59.783974609375,38.445673828125
2,Blue,56.9478076171875,34.6166650390625
2,Blue,56.333017578125,29.77943359375
2,Blue,57.8426611328125,25.5202685546875
2,Blue,59.9758056640625,21.8881103515625
2,Blue,62.3733056640625,18.513292236328127
2,Blue,65.010078125,15.318897705078125
2,Blue,67.9398681640625,12.3223046875
2,Blue,71.3590966796875,9.65726806640625
2,Blue,75.9035107421875,8.158348999023438
2,Blue,80.4043310546875,8.776788940429688
2,Blue,84.34279296875,10.14392822265625
2,Blue,87.996845703125,11.45422119140625
2,Blue,91.3072265625,11.9705517578125
2,Blue,94.78427734375,11.183775634765626
2,Blue,98.25654296875,9.796237182617187
2,Blue,101.412021484375,7.901864013671875
2,Blue,103.810556640625,5.5178759765625
2,Blue,104.63072265625,2.6875869750976564
2,Blue,104.22029296875,-0.85960205078125
2,Blue,103.1244140625,-4.445547485351563
2,Blue,101.541279296875,-7.853150634765625
2,Blue,99.455537109375,-10.77822509765625
2,Blue,96.793603515625,-13.138094482421875
2,Blue,93.6862109375,-14.614495849609375
2,Blue,90.29064453125,-15.029664306640624
2,Blue,86.6292578125,-14.536572265625
2,Blue,82.95681640625,-13.54907958984375
2,Blue,79.3746435546875,-12.184031982421875
2,Blue,75.9025634765625,-10.49263427734375
2,Blue,72.5940234375,-8.52876953125
2,Blue,69.4268359375,-6.296642456054688
2,Blue,66.5850244140625,-3.820986022949219
2,Blue,63.867958984375,-1.0219400787353516
2,Blue,61.23298828125,1.9328216552734374
2,Blue,58.6434619140625,4.966001586914063
2,Blue,56.0651171875,8.03454345703125
2,Blue,53.46068359375,11.107855224609375
2,Blue,50.7775830078125,14.157911376953125
2,Blue,47.92423828125,17.140655517578125
2,Blue,44.70310546875,19.915343017578124
2,Blue,41.0053271484375,22.0855517578125
2,Blue,36.78244873046875,23.481484375
2,Blue,32.0592626953125,23.3051416015625
2,Blue,27.9054638671875,20.93406005859375
2,Blue,25.12625244140625,18.03984130859375
2,Blue,22.21711669921875,15.6124755859375
2,Blue,19.049962158203126,13.58064453125
2,Blue,15.719683837890624,12.152529296875
2,Blue,12.1931005859375,11.57390869140625
2,Blue,8.709750366210937,11.84682861328125
2,Blue,5.913535766601562,13.1946435546875
2,Blue,4.193563232421875,15.887581787109376
2,Blue,3.0668609619140623,19.4076953125
2,Blue,2.4386631774902345,23.1295556640625
2,Blue,2.346426696777344,26.84740478515625
2,Blue,3.0163449096679686,30.12677001953125
